36562769	359681
36922535	359766
37276494	353959
37563738	287244
37858327	294589
38177299	318972
38558169	380870
38966580	408411
39375985	409405
39745321	369336
40074819	329498
40453131	378312
40842716	389585
41285851	443135
41760402	474551
42258072	497670
42708293	450221
43066616	358323
43553614	486998
44024128	470514
44542572	518444
45094069	551497
45667948	573879
46138528	470580
46573371	434843
47133846	560475
47688248	554402
48195345	553556
48815747	620402
49435921	620174
50029604	593683
50516648	487044
51020563	503915
51598246	577683
52224680	626434
52868769	644089
53528452	659683
54109150	580698
54585228	476078
55115475	530247
55725813	610338
56352879	627066
57007352	654473
57679995	672643
58267667	587672
58754496	486829
59290381	535885
59882094	591713
60513314	631220
61104090	590776
61796760	692670
62397918	601158
62881297	483379
63389396	508099
64012228	622832
64658308	646080
65350227	691919
66038179	687952
66686593	648414
67222810	536217
67751487	528677
68394144	642657
69066645	672501
70569555	679685
71276412	706857
71916993	640581
72452328	535335
72997396	545068
73656404	659008
74379858	723454
75121973	742115
75845359	723386
76464018	618659
77003525	539507
77557532	554007
78222469	664937
78914324	691855
79602964	688640
80093456	490492
80609306	515850
81022582	413276
81523324	500742
82194492	671168
82931072	736580
83760165	829093
84332767	572602
84923916	591149
85445321	521405
86004452	559131
86748493	744041
87542334	793841
88434550	892216
89260117	825567
90015594	755477
90605272	589678
91219384	614112
91922870	703486
92672689	749819
93429694	757005
94203789	774095
94855596	651807
95385018	529422
95905067	520049
96494954	589887
97195795	700841
97852133	656338
98516710	664577
99090692	573982
99553319	462627
100034640	481321
100596947	562307
101201199	604252
101811848	610649
102403491	591643
102923661	520170
103311727	388066
103755211	443484
104221638	466427
104747912	526274
105219036	471124
105754852	535816
106188640	433788
106541626	352986
106881883	340257
107288573	406690
107729296	440723
108172846	443550
108603265	430419
108983320	380055
109291612	308292
109572835	281223
109933458	360623
110320401	386943
110730521	410120
111140835	410314
111514448	373613
111832985	318537
112128593	295608
112522400	393807
112969134	446734
113421992	452858
113864267	442275
114260323	396056
114568558	308235
114874045	305487
115188077	314032
115633073	444996
116090465	457392
116539018	448553
116952796	413778
117326344	373548
117630117	303773
118045872	415755
118516425	470553
118996196	479771
119485754	489558
119938835	453081
120302543	363708
120658099	355556
121126818	468719
121677202	550384
122223097	545895
122784737	561640
123281554	496817
123717590	436036
124140231	422641
124658750	518519
125295366	636616
125946948	651582
126584840	637892
127167924	583084
127644526	476602
128106074	461548
128679395	573321
129360899	681504
130069876	708977
130707350	637474
131233671	526321
131792074	558403
132286715	494641
132892448	605733
133575257	682809
134417473	842216
135163310	745837
135827241	663931
136521861	694620
137135512	613651
137919521	784009
138736791	817270
139552876	816085
140409877	857001
141198710	788833
141881740	683030
142577055	695315
143436043	858988
144323664	887621
145225501	901837
146129628	904127
146944943	815315
147671727	726784
148355603	683876
149206531	850928
150111909	905378
151006011	894102
151890173	884162
152684115	793942
153360383	676268
154049402	689019
154851652	802250
155698292	846640
156566594	868302
157398206	831612
158185106	786900
158822970	637864
159450024	627054
160188108	738084
160947517	759409
161680065	732548
162389843	709778
163021142	631299
163568086	546944
164109740	541654
164733204	623464
165406114	672910
165687604	630336
166314241	626637
166885875	571634
167366241	480366
167817608	451367
168352266	534658
168921935	569669
169469114	547179
169974190	505076
170454329	480139
170844448	390119
171231254	386806
171692277	461023
172179712	487435
172659875	480163
173085331	425456
173482788	397457
173805756	322968
174127893	322137
174499284	371391
174917764	418480
175371194	453430
175793571	422377
176161838	368267
176464619	302781
176774050	309431
177149522	375472
177538377	388855
177934266	395889
178337853	403587
178686102	348249
178989325	303223
179286133	296808
179696576	410443
180093597	397021
180502298	408701
180920121	417823
181283259	363138
181593982	310723
181927317	333335
182308393	381076
182707413	399020
183142830	435417
183584988	442158
183958862	373874
184286410	327548
184662370	375960
185112494	450124
185575518	463024
186055716	480198
186566321	510605
186988635	422314
187359531	370896
187793538	434007
188317136	523598
188854706	537570
189430431	575725
190025937	595506
190516256	490319
190938376	422120
191428816	490440
191961282	532466
192516878	555596
193081946	565068
193810999	729053
194242989	431990
194688760	445771
195228912	540152
195836390	607478
196485176	648786
197129080	643904
197861337	732257
198378217	516880
198860316	482099
199432306	571990
200066075	633769
200746276	680201
201431148	684872
202250484	819336
202811084	560600
203278233	467149
203898871	620638
204544839	645968
205273765	728926
205980296	706531
206781703	801407
207333341	551638
207799800	466459
208465655	665855
209146794	681139
209882446	735652
210593641	711195
211379217	785576
211933777	554560
212382605	448828
213070368	687763
213758075	687707
214490346	732271
215229128	738782
215970716	741588
216529204	558488
216975206	446002
217641867	666661
218275592	633725
219001570	725978
219675014	673444
220389409	714395
220885355	495946
221328080	442725
221775905	447825
222477082	701177
223106736	629654
223753555	646819
224393676	640121
224860413	466737
225229834	369421
225819107	589273
226368918	549811
226939830	570912
227523997	584167
228146187	622190
228672206	401141
229038326	366120
229563397	525071
230050335	486938
230590543	540208
231136429	545886
231686832	550403
232064529	377697
232422222	357693
232879062	456840
233338028	458966
233842372	504344
234331526	489154
234852771	521245
235206883	354112
235518815	311932
235957127	438312
236382681	425554
236890039	507358
237341186	451147
237827135	485949
238171852	344717
238491409	319557
238869294	377885
239310356	441062
239768299	457943
240220767	452468
240680046	459279
241027825	347779
241345818	317993
241759185	413367
242205633	446448
242683175	477542
243146196	463021
243635255	489059
244006264	371009
244323727	317463
244750969	427242
245198958	447989
245718496	519538
246179019	460523
246691135	512116
247080108	388973
247426303	346195
247847502	421199
248272148	424646
248809087	536939
249332253	523166
249851926	519673
250279343	427417
250628407	349064
251106649	478242
251593375	486726
252176186	582811
252697352	521166
253295501	598149
253727026	431525
254083310	356284
254621446	538136
255147410	525964
255778625	631215
256396278	617653
257016164	619886
257498154	481990
257899246	401092
258519585	620339
259131764	593593
259806091	674327
260403633	597542
261001546	597913
261461979	460433
261871427	409448
262524841	653414
263151652	626811
263859692	708040
264567529	707837
265283483	715954
265796270	512787
266237734	441464
266832260	594526
267529074	696814
268197757	668683
268927437	729680
269614967	687530
270114910	499943
270556668	441758
271183304	626636
271841604	658300
272582379	740775
273319808	737429
274051993	732185
274633393	581400
275115718	482325
275862579	746861
276653230	790651
277555724	902494
278547695	991971
279391660	843965
280076533	684873
280674175	597642
281956256	1282081
283276551	1320295
284995550	1718999
286929690	1934140
288631129	1701439
289812605	1181476
290757455	944850
293177900	2420445
295697295	2519395
298260440	2563145
300882448	2622008
303815151	2932703
305955175	2140024
307974903	2019728
311139908	3165005
314223114	3083206
317744420	3521306
320905597	3161177
324188833	3283236
326633791	2444958
328777188	2143397
331519458	2742270
335238042	3718584
339472890	4234848
343146929	3674039
346970577	3823648
349670749	2700172
352089818	2419069
355578972	3489154
359309142	3730170
363055404	3746262
366743337	3687933
370379320	3635983
372999398	2620078
375225828	2226430
378809105	2734801
382143477	3334372
385342198	3198721
388519690	3177492
391548766	3029076
393644667	2095901
395478889	1834222
397716680	2237791
400845808	3129128
403294188	2448380
406061269	2767081
408452718	2391449
410283882	1831164
411737734	1453852
413490304	1752570
